"state","year","month","unemployment_rate"
"MN",2017,"2","3.70"
"MN",2017,"3","3.60"
"MN",2017,"4","3.50"
"MN",2017,"5","3.50"
"MN",2017,"6","3.40"
"MN",2017,"7","3.40"
"MN",2017,"8","3.40"
"MN",2017,"9","3.30"
"MN",2017,"10","3.30"
"MN",2017,"11","3.20"
"MN",2017,"12","3.20"
"MN",2018,"1","3.10"
"MN",2018,"2","3.10"
"MN",2018,"3","3.00"
"MN",2018,"4","3.00"
"MN",2018,"5","2.90"
"MN",2018,"6","2.90"
"MN",2018,"7","2.90"
"MN",2018,"8","2.90"
"MN",2018,"9","3.00"
"MN",2018,"10","3.10"
"MN",2018,"11","3.20"
"MN",2018,"12","3.20"
"MN",2019,"1","3.30"
"MN",2019,"2","3.30"
"MN",2019,"3","3.30"
"MN",2019,"4","3.20"
"MN",2019,"5","3.20"
"MN",2019,"6","3.20"
"MN",2019,"7","3.20"
"MN",2019,"8","3.30"
"MN",2019,"9","3.30"
"MN",2019,"10","3.30"
"MN",2019,"11","3.30"
"MN",2019,"12","3.40"
"MN",2020,"1","3.40"
"MN",2020,"2","3.50"
"MN",2020,"3","3.60"
"MN",2020,"4","8.90"
"MN",2020,"5","11.10"
"MN",2020,"6","8.90"
"MN",2020,"7","7.80"
"MN",2020,"8","6.70"
"MN",2020,"9","6.20"
"MN",2020,"10","5.50"
"MN",2020,"11","5.10"
"MN",2020,"12","4.80"
"MN",2021,"1","4.50"
"MN",2021,"2","4.30"
"MN",2021,"3","4.10"
"MN",2021,"4","4.00"
"MN",2021,"5","3.90"
"MN",2021,"6","3.80"
"MN",2021,"7","3.70"
"MN",2021,"8","3.50"
"MN",2021,"9","3.40"
"MN",2021,"10","3.20"
"MN",2021,"11","3.00"
"MN",2021,"12","2.80"
"MN",2022,"1","2.70"
"MN",2022,"2","2.50"
"MN",2022,"3","2.40"
"MN",2022,"4","2.30"
"MN",2022,"5","2.30"
"MN",2022,"6","2.30"
"MN",2022,"7","2.30"
"MN",2022,"8","2.40"
"MN",2022,"9","2.50"
"MN",2022,"10","2.60"
"MN",2022,"11","2.70"
"MN",2022,"12","2.80"
"MN",2023,"1","2.80"
"MN",2023,"2","2.80"
"MN",2023,"3","2.80"
"MN",2023,"4","2.80"
"MN",2023,"5","2.90"
"MN",2023,"6","2.90"
"MN",2023,"7","2.90"
"MN",2023,"8","2.80"
"MN",2023,"9","2.80"
"MN",2023,"10","2.80"
"MN",2023,"11","2.80"
"MN",2023,"12","2.80"
"MN",2024,"1","2.80"
"MN",2024,"2","2.80"
"MN",2024,"3","2.90"
"MN",2024,"4","3.00"
"MN",2024,"5","3.10"
"MN",2024,"6","3.20"
"MN",2024,"7","3.20"
"MN",2024,"8","3.20"
"MN",2024,"9","3.10"
"MN",2024,"10","3.00"
"MN",2024,"11","3.00"
"MN",2024,"12","3.00"
"MO",2015,"1","5.60"
"MO",2015,"2","5.60"
"MO",2015,"3","5.50"
"MO",2015,"4","5.50"
"MO",2015,"5","5.30"
"MO",2015,"6","5.20"
"MO",2015,"7","5.00"
"MO",2015,"8","4.90"
"MO",2015,"9","4.80"
"MO",2015,"10","4.70"
"MO",2015,"11","4.60"
"MO",2015,"12","4.50"
"MO",2016,"1","4.50"
"MO",2016,"2","4.50"
"MO",2016,"3","4.50"
"MO",2016,"4","4.50"
"MO",2016,"5","4.60"
"MO",2016,"6","4.70"
"MO",2016,"7","4.70"
"MO",2016,"8","4.70"
"MO",2016,"9","4.70"
"MO",2016,"10","4.60"
"MO",2016,"11","4.50"
"MO",2016,"12","4.40"
"MO",2017,"1","4.20"
"MO",2017,"2","4.10"
"MO",2017,"3","4.00"
"MO",2017,"4","3.90"
"MO",2017,"5","3.80"
"MO",2017,"6","3.70"
"MO",2017,"7","3.70"
"MO",2017,"8","3.70"
"MO",2017,"9","3.60"
"MO",2017,"10","3.60"
"MO",2017,"11","3.60"
"MO",2017,"12","3.60"
"MO",2018,"1","3.50"
"MO",2018,"2","3.50"
"MO",2018,"3","3.40"
"MO",2018,"4","3.30"
"MO",2018,"5","3.20"
"MO",2018,"6","3.10"
"MO",2018,"7","3.10"
"MO",2018,"8","3.10"
"MO",2018,"9","3.10"
"MO",2018,"10","3.10"
"MO",2018,"11","3.20"
"MO",2018,"12","3.20"
"MO",2019,"1","3.30"
"MO",2019,"2","3.30"
"MO",2019,"3","3.20"
"MO",2019,"4","3.10"
"MO",2019,"5","3.10"
"MO",2019,"6","3.10"
"MO",2019,"7","3.10"
"MO",2019,"8","3.20"
"MO",2019,"9","3.30"
"MO",2019,"10","3.30"
"MO",2019,"11","3.40"
"MO",2019,"12","3.40"
"MO",2020,"1","3.40"
"MO",2020,"2","3.40"
"MO",2020,"3","3.60"
"MO",2020,"4","11.60"
"MO",2020,"5","9.60"
"MO",2020,"6","8.00"
"MO",2020,"7","7.20"
"MO",2020,"8","6.40"
"MO",2020,"9","5.90"
"MO",2020,"10","5.40"
"MO",2020,"11","5.10"
"MO",2020,"12","5.00"
"MO",2021,"1","4.90"
"MO",2021,"2","4.80"
"MO",2021,"3","4.80"
"MO",2021,"4","4.70"
"MO",2021,"5","4.50"
"MO",2021,"6","4.40"
"MO",2021,"7","4.10"
"MO",2021,"8","3.90"
"MO",2021,"9","3.70"
"MO",2021,"10","3.50"
"MO",2021,"11","3.30"
"MO",2021,"12","3.10"
"MO",2022,"1","3.00"
"MO",2022,"2","2.70"
"MO",2022,"3","2.60"
"MO",2022,"4","2.40"
"MO",2022,"5","2.30"
"MO",2022,"6","2.30"
"MO",2022,"7","2.40"
"MO",2022,"8","2.50"
"MO",2022,"9","2.70"
"MO",2022,"10","2.70"
"MO",2022,"11","2.80"
"MO",2022,"12","2.80"
"MO",2023,"1","2.80"
"MO",2023,"2","2.80"
"MO",2023,"3","2.80"
"MO",2023,"4","2.90"
"MO",2023,"5","3.00"
"MO",2023,"6","3.10"
"MO",2023,"7","3.10"
"MO",2023,"8","3.20"
"MO",2023,"9","3.30"
"MO",2023,"10","3.40"
"MO",2023,"11","3.40"
"MO",2023,"12","3.40"
"MO",2024,"1","3.50"
"MO",2024,"2","3.50"
"MO",2024,"3","3.60"
"MO",2024,"4","3.70"
"MO",2024,"5","3.70"
"MO",2024,"6","3.80"
"MO",2024,"7","3.70"
"MO",2024,"8","3.70"
"MO",2024,"9","3.70"
"MO",2024,"10","3.60"
"MO",2024,"11","3.60"
"MO",2024,"12","3.60"
"MS",2015,"1","6.80"
"MS",2015,"2","6.70"
"MS",2015,"3","6.60"
"MS",2015,"4","6.60"
"MS",2015,"5","6.50"
"MS",2015,"6","6.40"
"MS",2015,"7","6.30"
"MS",2015,"8","6.30"
"MS",2015,"9","6.30"
"MS",2015,"10","6.30"
"MS",2015,"11","6.30"
"MS",2015,"12","6.30"
"MS",2016,"1","6.30"
"MS",2016,"2","6.20"
"MS",2016,"3","6.10"
"MS",2016,"4","6.00"
"MS",2016,"5","6.00"
"MS",2016,"6","6.00"
"MS",2016,"7","6.00"
"MS",2016,"8","6.00"
"MS",2016,"9","5.90"
"MS",2016,"10","5.90"
"MS",2016,"11","5.80"
"MS",2016,"12","5.70"
"MS",2017,"1","5.60"
"MS",2017,"2","5.50"
"MS",2017,"3","5.40"
"MS",2017,"4","5.40"
"MS",2017,"5","5.30"
"MS",2017,"6","5.20"
"MS",2017,"7","5.20"
"MS",2017,"8","5.10"
"MS",2017,"9","5.00"
"MS",2017,"10","5.00"
"MS",2017,"11","4.90"
"MS",2017,"12","4.90"
"MS",2018,"1","4.90"
"MS",2018,"2","4.90"
"MS",2018,"3","4.90"
"MS",2018,"4","4.90"
"MS",2018,"5","4.90"
"MS",2018,"6","4.80"
"MS",2018,"7","4.80"
"MS",2018,"8","4.80"
"MS",2018,"9","4.90"
"MS",2018,"10","5.00"
"MS",2018,"11","5.20"
"MS",2018,"12","5.30"
"MS",2019,"1","5.40"
"MS",2019,"2","5.40"
"MS",2019,"3","5.40"
"MS",2019,"4","5.40"
"MS",2019,"5","5.40"
"MS",2019,"6","5.50"
"MS",2019,"7","5.60"
"MS",2019,"8","5.60"
"MS",2019,"9","5.60"
"MS",2019,"10","5.60"
"MS",2019,"11","5.50"
"MS",2019,"12","5.50"
"MS",2020,"1","5.60"
"MS",2020,"2","5.70"
"MS",2020,"3","5.90"
"MS",2020,"4","15.60"
"MS",2020,"5","11.20"
"MS",2020,"6","9.40"
"MS",2020,"7","8.30"
"MS",2020,"8","7.40"
"MS",2020,"9","7.10"
"MS",2020,"10","6.70"
"MS",2020,"11","6.60"
"MS",2020,"12","6.50"
"MS",2021,"1","6.40"
"MS",2021,"2","6.30"
"MS",2021,"3","6.20"
"MS",2021,"4","6.10"
"MS",2021,"5","5.90"
"MS",2021,"6","5.70"
"MS",2021,"7","5.50"
"MS",2021,"8","5.10"
"MS",2021,"9","4.80"
"MS",2021,"10","4.50"
"MS",2021,"11","4.30"
"MS",2021,"12","4.10"
"MS",2022,"1","4.00"
"MS",2022,"2","3.90"
"MS",2022,"3","3.80"
"MS",2022,"4","3.80"
"MS",2022,"5","3.70"
"MS",2022,"6","3.70"
"MS",2022,"7","3.70"
"MS",2022,"8","3.70"
"MS",2022,"9","3.70"
"MS",2022,"10","3.70"
"MS",2022,"11","3.60"
"MS",2022,"12","3.50"
"MS",2023,"1","3.40"
"MS",2023,"2","3.30"
"MS",2023,"3","3.20"
"MS",2023,"4","3.10"
"MS",2023,"5","3.10"
"MS",2023,"6","3.10"
"MS",2023,"7","3.10"
"MS",2023,"8","3.10"
"MS",2023,"9","3.00"
"MS",2023,"10","3.00"
"MS",2023,"11","3.00"
"MS",2023,"12","2.90"
"MS",2024,"1","2.80"
"MS",2024,"2","2.80"
"MS",2024,"3","2.80"
"MS",2024,"4","2.80"
"MS",2024,"5","2.80"
"MS",2024,"6","2.90"
"MS",2024,"7","3.10"
"MS",2024,"8","3.30"
"MS",2024,"9","3.40"
"MS",2024,"10","3.60"
"MS",2024,"11","3.60"
"MS",2024,"12","3.60"
"MT",2015,"1","4.30"
"MT",2015,"2","4.30"
"MT",2015,"3","4.20"
"MT",2015,"4","4.20"
"MT",2015,"5","4.20"
"MT",2015,"6","4.20"
"MT",2015,"7","4.20"
"MT",2015,"8","4.20"
"MT",2015,"9","4.20"
"MT",2015,"10","4.30"
"MT",2015,"11","4.30"
"MT",2015,"12","4.30"
"MT",2016,"1","4.30"
"MT",2016,"2","4.30"
"MT",2016,"3","4.30"
"MT",2016,"4","4.30"
"MT",2016,"5","4.30"
"MT",2016,"6","4.30"
"MT",2016,"7","4.30"
"MT",2016,"8","4.30"
"MT",2016,"9","4.20"
"MT",2016,"10","4.20"
"MT",2016,"11","4.20"
"MT",2016,"12","4.20"
"MT",2017,"1","4.20"
"MT",2017,"2","4.10"
"MT",2017,"3","4.10"
"MT",2017,"4","4.10"
"MT",2017,"5","4.10"
"MT",2017,"6","4.10"
"MT",2017,"7","4.10"
"MT",2017,"8","4.10"
"MT",2017,"9","4.10"
"MT",2017,"10","4.10"
"MT",2017,"11","4.10"
"MT",2017,"12","4.00"
"MT",2018,"1","3.90"
"MT",2018,"2","3.90"
"MT",2018,"3","3.80"
"MT",2018,"4","3.80"
"MT",2018,"5","3.70"
"MT",2018,"6","3.70"
"MT",2018,"7","3.70"
"MT",2018,"8","3.60"
"MT",2018,"9","3.60"
"MT",2018,"10","3.70"
"MT",2018,"11","3.70"
"MT",2018,"12","3.60"
"MT",2019,"1","3.60"
"MT",2019,"2","3.60"
"MT",2019,"3","3.50"
"MT",2019,"4","3.50"
"MT",2019,"5","3.40"
"MT",2019,"6","3.40"
"MT",2019,"7","3.50"
"MT",2019,"8","3.50"
"MT",2019,"9","3.50"
"MT",2019,"10","3.50"
"MT",2019,"11","3.50"
"MT",2019,"12","3.50"
"MT",2020,"1","3.50"
"MT",2020,"2","3.50"
"MT",2020,"3","3.50"
"MT",2020,"4","11.90"
"MT",2020,"5","9.20"
"MT",2020,"6","7.70"
"MT",2020,"7","6.70"
"MT",2020,"8","5.60"
"MT",2020,"9","5.20"
"MT",2020,"10","4.60"
"MT",2020,"11","4.30"
"MT",2020,"12","4.20"
"MT",2021,"1","4.00"
"MT",2021,"2","3.90"
"MT",2021,"3","3.80"
"MT",2021,"4","3.70"
"MT",2021,"5","3.60"
"MT",2021,"6","3.50"
"MT",2021,"7","3.40"
"MT",2021,"8","3.30"
"MT",2021,"9","3.10"
"MT",2021,"10","2.90"
"MT",2021,"11","2.80"
"MT",2021,"12","2.70"
"MT",2022,"1","2.60"
"MT",2022,"2","2.60"
"MT",2022,"3","2.60"
"MT",2022,"4","2.70"
"MT",2022,"5","2.70"
"MT",2022,"6","2.70"
"MT",2022,"7","2.70"
"MT",2022,"8","2.70"
"MT",2022,"9","2.70"
"MT",2022,"10","2.60"
"MT",2022,"11","2.50"
"MT",2022,"12","2.50"
"MT",2023,"1","2.40"
"MT",2023,"2","2.40"
"MT",2023,"3","2.50"
"MT",2023,"4","2.50"
"MT",2023,"5","2.50"
"MT",2023,"6","2.60"
"MT",2023,"7","2.60"
"MT",2023,"8","2.70"
"MT",2023,"9","2.80"
"MT",2023,"10","2.90"
"MT",2023,"11","3.00"
"MT",2023,"12","3.10"
"MT",2024,"1","3.00"
"MT",2024,"2","3.00"
"MT",2024,"3","3.00"
"MT",2024,"4","3.00"
"MT",2024,"5","3.00"
"MT",2024,"6","3.00"
"MT",2024,"7","3.00"
"MT",2024,"8","3.00"
"MT",2024,"9","3.00"
"MT",2024,"10","2.90"
"MT",2024,"11","2.90"
"MT",2024,"12","2.90"
"NC",2015,"1","5.70"
"NC",2015,"2","5.70"
"NC",2015,"3","5.80"
"NC",2015,"4","5.80"
"NC",2015,"5","5.80"
"NC",2015,"6","5.80"
"NC",2015,"7","5.70"
"NC",2015,"8","5.70"
"NC",2015,"9","5.60"
"NC",2015,"10","5.50"
"NC",2015,"11","5.40"
"NC",2015,"12","5.40"
"NC",2016,"1","5.30"
"NC",2016,"2","5.20"
"NC",2016,"3","5.20"
"NC",2016,"4","5.10"
"NC",2016,"5","5.00"
"NC",2016,"6","5.00"
"NC",2016,"7","5.00"
"NC",2016,"8","5.10"
"NC",2016,"9","5.10"
"NC",2016,"10","5.10"
"NC",2016,"11","5.10"
"NC",2016,"12","5.00"
"NC",2017,"1","4.90"
"NC",2017,"2","4.80"
"NC",2017,"3","4.70"
"NC",2017,"4","4.60"
"NC",2017,"5","4.50"
"NC",2017,"6","4.50"
"NC",2017,"7","4.50"
"NC",2017,"8","4.50"
"NC",2017,"9","4.50"
"NC",2017,"10","4.40"
"NC",2017,"11","4.40"
"NC",2017,"12","4.30"
"NC",2018,"1","4.20"
"NC",2018,"2","4.20"
"NC",2018,"3","4.10"
"NC",2018,"4","4.00"
"NC",2018,"5","3.90"
"NC",2018,"6","3.90"
"NC",2018,"7","3.90"
"NC",2018,"8","3.90"
"NC",2018,"9","4.00"
"NC",2018,"10","4.00"
"NC",2018,"11","4.00"
"NC",2018,"12","4.00"
"NC",2019,"1","4.00"
"NC",2019,"2","4.00"
"NC",2019,"3","3.90"
"NC",2019,"4","3.90"
"NC",2019,"5","3.80"
"NC",2019,"6","3.90"
"NC",2019,"7","3.90"
"NC",2019,"8","3.90"
"NC",2019,"9","3.90"
"NC",2019,"10","3.80"
"NC",2019,"11","3.80"
"NC",2019,"12","3.70"
"NC",2020,"1","3.80"
"NC",2020,"2","3.80"
"NC",2020,"3","4.00"
"NC",2020,"4","14.20"
"NC",2020,"5","11.60"
"NC",2020,"6","9.80"
"NC",2020,"7","8.70"
"NC",2020,"8","7.40"
"NC",2020,"9","6.80"
"NC",2020,"10","6.10"
"NC",2020,"11","5.90"
"NC",2020,"12","5.80"
"NC",2021,"1","5.70"
"NC",2021,"2","5.60"
"NC",2021,"3","5.50"
"NC",2021,"4","5.30"
"NC",2021,"5","5.20"
"NC",2021,"6","5.10"
"NC",2021,"7","4.90"
"NC",2021,"8","4.70"
"NC",2021,"9","4.50"
"NC",2021,"10","4.30"
"NC",2021,"11","4.10"
"NC",2021,"12","3.80"
"NC",2022,"1","3.70"
"NC",2022,"2","3.60"
"NC",2022,"3","3.50"
"NC",2022,"4","3.60"
"NC",2022,"5","3.60"
"NC",2022,"6","3.70"
"NC",2022,"7","3.70"
"NC",2022,"8","3.80"
"NC",2022,"9","3.80"
"NC",2022,"10","3.80"
"NC",2022,"11","3.70"
"NC",2022,"12","3.60"
"NC",2023,"1","3.50"
"NC",2023,"2","3.50"
"NC",2023,"3","3.40"
"NC",2023,"4","3.40"
"NC",2023,"5","3.40"
"NC",2023,"6","3.40"
"NC",2023,"7","3.50"
"NC",2023,"8","3.50"
"NC",2023,"9","3.50"
"NC",2023,"10","3.60"
"NC",2023,"11","3.60"
"NC",2023,"12","3.60"
"NC",2024,"1","3.50"
"NC",2024,"2","3.50"
"NC",2024,"3","3.50"
"NC",2024,"4","3.60"
"NC",2024,"5","3.60"
"NC",2024,"6","3.60"
"NC",2024,"7","3.60"
"NC",2024,"8","3.70"
"NC",2024,"9","3.70"
"NC",2024,"10","3.70"
"NC",2024,"11","3.70"
"NC",2024,"12","3.70"
"ND",2015,"1","2.60"
"ND",2015,"2","2.70"
"ND",2015,"3","2.70"
"ND",2015,"4","2.80"
"ND",2015,"5","2.80"
"ND",2015,"6","2.80"
"ND",2015,"7","2.80"
"ND",2015,"8","2.80"
"ND",2015,"9","2.80"
"ND",2015,"10","2.80"
"ND",2015,"11","2.80"
"ND",2015,"12","2.90"
"ND",2016,"1","3.00"
"ND",2016,"2","3.10"
"ND",2016,"3","3.10"
"ND",2016,"4","3.10"
"ND",2016,"5","3.10"
"ND",2016,"6","3.10"
"ND",2016,"7","3.00"
"ND",2016,"8","3.00"
"ND",2016,"9","3.00"
"ND",2016,"10","2.90"
"ND",2016,"11","2.90"
"ND",2016,"12","2.90"
"ND",2017,"1","2.80"
"ND",2017,"2","2.80"
"ND",2017,"3","2.70"
"ND",2017,"4","2.60"
"ND",2017,"5","2.50"
"ND",2017,"6","2.50"
"ND",2017,"7","2.50"
"ND",2017,"8","2.50"
"ND",2017,"9","2.50"
"ND",2017,"10","2.60"
"ND",2017,"11","2.60"
"ND",2017,"12","2.60"
"ND",2018,"1","2.60"
"ND",2018,"2","2.60"
"ND",2018,"3","2.60"
"ND",2018,"4","2.50"
"ND",2018,"5","2.40"
"ND",2018,"6","2.30"
"ND",2018,"7","2.30"
"ND",2018,"8","2.20"
"ND",2018,"9","2.30"
"ND",2018,"10","2.30"
"ND",2018,"11","2.30"
"ND",2018,"12","2.30"
"ND",2019,"1","2.40"
"ND",2019,"2","2.30"
"ND",2019,"3","2.30"
"ND",2019,"4","2.20"
"ND",2019,"5","2.10"
"ND",2019,"6","2.10"
"ND",2019,"7","2.10"
"ND",2019,"8","2.10"
"ND",2019,"9","2.10"
"ND",2019,"10","2.10"
"ND",2019,"11","2.00"
"ND",2019,"12","2.00"
"ND",2020,"1","2.10"
"ND",2020,"2","2.20"
"ND",2020,"3","2.50"
"ND",2020,"4","8.70"
"ND",2020,"5","7.30"
"ND",2020,"6","6.50"
"ND",2020,"7","6.20"
"ND",2020,"8","5.60"
"ND",2020,"9","5.30"
"ND",2020,"10","4.80"
"ND",2020,"11","4.50"
"ND",2020,"12","4.40"
"ND",2021,"1","4.10"
"ND",2021,"2","3.90"
"ND",2021,"3","3.70"
"ND",2021,"4","3.50"
"ND",2021,"5","3.30"
"ND",2021,"6","3.10"
"ND",2021,"7","2.90"
"ND",2021,"8","2.80"
"ND",2021,"9","2.60"
"ND",2021,"10","2.50"
"ND",2021,"11","2.40"
"ND",2021,"12","2.30"
"ND",2022,"1","2.20"
"ND",2022,"2","2.20"
"ND",2022,"3","2.10"
"ND",2022,"4","2.10"
"ND",2022,"5","2.00"
"ND",2022,"6","2.00"
"ND",2022,"7","2.00"
"ND",2022,"8","2.10"
"ND",2022,"9","2.10"
"ND",2022,"10","2.10"
"ND",2022,"11","2.10"
"ND",2022,"12","2.10"
"ND",2023,"1","2.10"
"ND",2023,"2","2.00"
"ND",2023,"3","2.00"
"ND",2023,"4","2.00"
"ND",2023,"5","1.90"
"ND",2023,"6","1.90"
"ND",2023,"7","2.00"
"ND",2023,"8","2.00"
"ND",2023,"9","2.00"
"ND",2023,"10","2.10"
"ND",2023,"11","2.20"
"ND",2023,"12","2.20"
"ND",2024,"1","2.20"
"ND",2024,"2","2.20"
"ND",2024,"3","2.30"
"ND",2024,"4","2.30"
"ND",2024,"5","2.40"
"ND",2024,"6","2.50"
"ND",2024,"7","2.50"
"ND",2024,"8","2.50"
"ND",2024,"9","2.50"
"ND",2024,"10","2.50"
"ND",2024,"11","2.50"
"ND",2024,"12","2.50"
"NE",2015,"1","2.90"
"NE",2015,"2","2.90"
"NE",2015,"3","2.90"
"NE",2015,"4","3.00"
"NE",2015,"5","3.00"
"NE",2015,"6","3.00"
"NE",2015,"7","3.00"
"NE",2015,"8","3.00"
"NE",2015,"9","3.00"
"NE",2015,"10","3.00"
"NE",2015,"11","3.00"
"NE",2015,"12","3.00"
"NE",2016,"1","3.00"
"NE",2016,"2","3.00"
"NE",2016,"3","3.00"
"NE",2016,"4","3.00"
"NE",2016,"5","3.10"
"NE",2016,"6","3.10"
"NE",2016,"7","3.20"
"NE",2016,"8","3.20"
"NE",2016,"9","3.20"
"NE",2016,"10","3.20"
"NE",2016,"11","3.20"
"NE",2016,"12","3.10"
"NE",2017,"1","3.10"
"NE",2017,"2","3.00"
"NE",2017,"3","2.90"
"NE",2017,"4","2.90"
"NE",2017,"5","2.90"
"NE",2017,"6","2.90"
"NE",2017,"7","2.90"
"NE",2017,"8","2.90"
"NE",2017,"9","3.00"
"NE",2017,"10","3.00"
"NE",2017,"11","3.00"
"NE",2017,"12","3.00"
"NE",2018,"1","2.90"
"NE",2018,"2","2.90"
"NE",2018,"3","2.90"
"NE",2018,"4","2.80"
"NE",2018,"5","2.80"
"NE",2018,"6","2.80"
"NE",2018,"7","2.90"
"NE",2018,"8","2.90"
"NE",2018,"9","2.90"
"NE",2018,"10","3.00"
"NE",2018,"11","3.00"
"NE",2018,"12","3.10"
"NE",2019,"1","3.10"
"NE",2019,"2","3.10"
"NE",2019,"3","3.10"
"NE",2019,"4","3.10"
"NE",2019,"5","3.10"
"NE",2019,"6","3.10"
"NE",2019,"7","3.10"
"NE",2019,"8","3.20"
"NE",2019,"9","3.20"
"NE",2019,"10","3.10"
"NE",2019,"11","3.10"
"NE",2019,"12","3.10"
"NE",2020,"1","3.00"
"NE",2020,"2","3.00"
"NE",2020,"3","4.40"
"NE",2020,"4","8.20"
"NE",2020,"5","6.40"
"NE",2020,"6","5.30"
"NE",2020,"7","4.60"
"NE",2020,"8","3.80"
"NE",2020,"9","3.40"
"NE",2020,"10","3.10"
"NE",2020,"11","3.00"
"NE",2020,"12","3.00"
"NE",2021,"1","2.90"
"NE",2021,"2","2.90"
"NE",2021,"3","2.90"
"NE",2021,"4","2.90"
"NE",2021,"5","2.80"
"NE",2021,"6","2.70"
"NE",2021,"7","2.60"
"NE",2021,"8","2.50"
"NE",2021,"9","2.40"
"NE",2021,"10","2.30"
"NE",2021,"11","2.20"
"NE",2021,"12","2.10"
"NE",2022,"1","2.00"
"NE",2022,"2","2.00"
"NE",2022,"3","2.00"
"NE",2022,"4","2.00"
"NE",2022,"5","2.10"
"NE",2022,"6","2.10"
"NE",2022,"7","2.20"
"NE",2022,"8","2.30"
"NE",2022,"9","2.30"
"NE",2022,"10","2.30"
"NE",2022,"11","2.30"
"NE",2022,"12","2.20"
"NE",2023,"1","2.20"
"NE",2023,"2","2.10"
"NE",2023,"3","2.10"
"NE",2023,"4","2.10"
"NE",2023,"5","2.20"
"NE",2023,"6","2.20"
"NE",2023,"7","2.30"
"NE",2023,"8","2.40"
"NE",2023,"9","2.50"
"NE",2023,"10","2.50"
"NE",2023,"11","2.50"
"NE",2023,"12","2.60"
"NE",2024,"1","2.60"
"NE",2024,"2","2.60"
"NE",2024,"3","2.60"
"NE",2024,"4","2.70"
"NE",2024,"5","2.70"
"NE",2024,"6","2.80"
"NE",2024,"7","2.80"
"NE",2024,"8","2.90"
"NE",2024,"9","2.90"
"NE",2024,"10","2.90"
"NE",2024,"11","2.90"
"NE",2024,"12","2.90"
"NH",2015,"1","3.80"
"NH",2015,"2","3.80"
"NH",2015,"3","3.70"
"NH",2015,"4","3.60"
"NH",2015,"5","3.50"
"NH",2015,"6","3.40"
"NH",2015,"7","3.30"
"NH",2015,"8","3.30"
"NH",2015,"9","3.20"
"NH",2015,"10","3.10"
"NH",2015,"11","3.00"
"NH",2015,"12","3.00"
"NH",2016,"1","2.90"
"NH",2016,"2","2.90"
"NH",2016,"3","2.80"
"NH",2016,"4","2.90"
"NH",2016,"5","2.90"
"NH",2016,"6","2.90"
"NH",2016,"7","2.90"
"NH",2016,"8","2.90"
"NH",2016,"9","2.90"
"NH",2016,"10","2.90"
"NH",2016,"11","2.90"
"NH",2016,"12","2.90"
"NH",2017,"1","2.90"
"NH",2017,"2","2.90"
"NH",2017,"3","2.90"
"NH",2017,"4","2.80"
"NH",2017,"5","2.80"
"NH",2017,"6","2.70"
"NH",2017,"7","2.70"
"NH",2017,"8","2.80"
"NH",2017,"9","2.80"
"NH",2017,"10","2.80"
"NH",2017,"11","2.80"
"NH",2017,"12","2.80"
"NH",2018,"1","2.80"
"NH",2018,"2","2.70"
"NH",2018,"3","2.70"
"NH",2018,"4","2.70"
"NH",2018,"5","2.70"
"NH",2018,"6","2.60"
"NH",2018,"7","2.60"
"NH",2018,"8","2.60"
"NH",2018,"9","2.50"
"NH",2018,"10","2.50"
"NH",2018,"11","2.60"
"NH",2018,"12","2.60"
"NH",2019,"1","2.60"
"NH",2019,"2","2.60"
"NH",2019,"3","2.60"
"NH",2019,"4","2.60"
"NH",2019,"5","2.50"
"NH",2019,"6","2.50"
"NH",2019,"7","2.50"
"NH",2019,"8","2.50"
"NH",2019,"9","2.60"
"NH",2019,"10","2.60"
"NH",2019,"11","2.50"
"NH",2019,"12","2.50"
"NH",2020,"1","2.50"
"NH",2020,"2","2.60"
"NH",2020,"3","2.60"
"NH",2020,"4","16.00"
"NH",2020,"5","11.80"
"NH",2020,"6","9.60"
"NH",2020,"7","8.30"
"NH",2020,"8","6.70"
"NH",2020,"9","6.10"
"NH",2020,"10","5.30"
"NH",2020,"11","4.90"
"NH",2020,"12","4.60"
"NH",2021,"1","4.30"
"NH",2021,"2","4.20"
"NH",2021,"3","4.00"
"NH",2021,"4","3.90"
"NH",2021,"5","3.80"
"NH",2021,"6","3.70"
"NH",2021,"7","3.50"
"NH",2021,"8","3.30"
"NH",2021,"9","3.10"
"NH",2021,"10","2.80"
"NH",2021,"11","2.60"
"NH",2021,"12","2.50"
"NH",2022,"1","2.40"
"NH",2022,"2","2.30"
"NH",2022,"3","2.30"
"NH",2022,"4","2.30"
"NH",2022,"5","2.30"
"NH",2022,"6","2.40"
"NH",2022,"7","2.40"
"NH",2022,"8","2.50"
"NH",2022,"9","2.50"
"NH",2022,"10","2.60"
"NH",2022,"11","2.50"
"NH",2022,"12","2.50"
"NH",2023,"1","2.40"
"NH",2023,"2","2.30"
"NH",2023,"3","2.20"
"NH",2023,"4","2.20"
"NH",2023,"5","2.20"
"NH",2023,"6","2.20"
"NH",2023,"7","2.20"
"NH",2023,"8","2.20"
"NH",2023,"9","2.30"
"NH",2023,"10","2.30"
"NH",2023,"11","2.30"
"NH",2023,"12","2.30"
"NH",2024,"1","2.30"
"NH",2024,"2","2.30"
"NH",2024,"3","2.40"
"NH",2024,"4","2.40"
"NH",2024,"5","2.50"
"NH",2024,"6","2.50"
"NH",2024,"7","2.60"
"NH",2024,"8","2.60"
"NH",2024,"9","2.70"
